-0.08,-0.35,1.07
-0.06,-0.32,1.18
-0.04,-0.32,1.31
-0.02,-0.3,1.35
-0.02,-0.21,1.37
-0.02,-0.24,1.37
-0.04,-0.36,1.35
-0.05,-0.36,1.34
-0.06,-0.33,1.3
-0.06,-0.42,1.31
-0.04,-0.26,1.43
-0.03,-0.16,1.46
-0.06,0.03,1.34
-0.12,0.13,1.01
-0.11,0.01,0.95
-0.08,-0.08,1.14
-0.05,-0.08,1.25
-0.04,-0.07,1.29
-0.02,0.14,1.24
-0.01,0.31,1.12
0,0.33,1.09
0,0.32,1.15
0,0.32,1.1
-0.01,0.29,1.04
-0.02,0.33,1.02
-0.04,0.32,0.95
-0.05,0.25,0.9
-0.05,0.24,0.92
-0.05,0.23,0.94
-0.05,0.22,0.97
-0.04,0.22,1
-0.03,0.23,0.99
-0.02,0.24,0.97
-0.03,0.22,1
-0.03,0.19,0.98
-0.04,0.17,0.97
-0.05,0.19,0.96
-0.06,0.12,0.93
-0.06,0.1,0.95
-0.06,0.09,0.94
-0.05,0.11,0.93
-0.04,0.07,0.93
-0.03,0.06,0.95
-0.03,0.07,0.95
-0.02,0.04,0.94
-0.01,0.04,0.98
-0.02,0.04,0.97
-0.02,-0.01,0.95
-0.03,-0.04,0.95
-0.03,0.06,0.93
-0.02,0.03,0.9
-0.02,-0.03,0.97
-0.02,-0.03,1
-0.02,0,1
-0.18,-0.44,1.63
-0.15,-0.09,1.56
-0.15,-0.12,1.62
-0.16,-0.17,1.64
-0.19,-0.18,1.53
-0.21,-0.09,1.46
-0.22,-0.01,1.43
-0.23,0.12,1.37
-0.21,0.43,1.32
-0.13,0.86,1.4
-0.05,1.26,1.4
-0.03,1.39,1.49
-0.02,1.33,1.55
-0.04,1.12,1.55
-0.07,1.02,1.4
-0.1,1.01,1.19
-0.11,0.97,1.1
-0.12,0.88,1.05
-0.12,0.86,0.95
-0.12,0.85,0.88
-0.13,0.84,0.77
-0.1,0.94,0.69
-0.06,1.04,0.67
-0.04,0.93,0.7
-0.05,0.86,0.65
-0.09,0.71,0.56
-0.12,0.54,0.43
-0.12,0.42,0.33
-0.11,0.43,0.28
-0.11,0.39,0.23
-0.12,0.28,0.25
-0.11,0.4,0.25
-0.11,0.36,0.25
-0.11,0.31,0.29
-0.09,0.2,0.39
-0.09,-0.01,0.49
-0.1,-0.06,0.39
-0.13,-0.07,0.29
-0.13,-0.18,0.27
-0.13,-0.09,0.34
-0.11,-0.06,0.4
-0.1,0.01,0.47
-0.09,0.05,0.52
-0.08,-0.05,0.6
-0.04,-0.25,0.76
0,-0.39,0.93
-0.02,-0.45,0.87
-0.06,-0.4,0.72
-0.09,-0.44,0.69
-0.11,-0.37,0.71
-0.13,-0.35,0.76
-0.15,-0.42,0.78
-0.15,-0.44,0.85
-0.13,-0.52,0.86
-0.13,-0.64,0.9
-0.1,-0.68,1
-0.1,-0.69,1.04
-0.09,-0.61,1.09
-0.1,-0.48,1.08
-0.11,-0.36,1.05
-0.08,-0.27,1.08
-0.05,-0.26,1.06
-0.03,-0.18,1.06
-0.03,-0.26,1.07
-0.03,-0.36,1.12
-0.05,-0.44,1.16
-0.07,-0.54,1.22
-0.07,-0.39,1.31
-0.07,-0.27,1.34
-0.05,-0.11,1.33
-0.02,-0.06,1.4
0,0.01,1.42
0.01,0.02,1.45
0.01,-0.06,1.45
0.01,-0.14,1.53
-0.04,-0.32,1.53
-0.06,-0.33,1.41
-0.09,-0.22,1.35
-0.13,-0.03,1.33
-0.16,0.12,1.2
-0.15,-0.01,1.19
-0.14,-0.02,1.26
-0.11,-0.04,1.26
-0.09,0.04,1.29
-0.07,0.06,1.28
-0.07,0.13,1.22
-0.05,0.14,1.22
-0.04,0.13,1.24
-0.03,0.22,1.2
-0.06,0.28,1.14
-0.09,0.3,0.93
-0.1,0.35,0.79
-0.09,0.35,0.84
-0.05,0.38,0.89
-0.01,0.47,0.99
0,0.41,0.98
-0.01,0.31,0.95
-0.03,0.28,0.94
-0.04,0.21,0.86
-0.06,0.15,0.84
-0.06,0.18,0.84
-0.06,0.18,0.85
-0.07,0.15,0.85
-0.07,0.17,0.82
-0.06,0.2,0.85
-0.05,0.17,0.9
-0.06,0.12,0.94
-0.05,0.06,0.96
-0.05,0.08,0.95
-0.05,0.09,0.92
-0.06,0.06,0.88
-0.05,0.04,0.92
-0.04,0.06,0.98
-0.05,0.04,0.99
-0.04,0.03,0.98
-0.04,0.05,1.01
-0.04,0.05,0.99
-0.04,0.07,0.96
-0.03,0.04,0.99
-0.03,0,1.03
-0.05,0.03,0.99
-0.05,0,0.94
-0.05,-0.02,0.96
-0.04,-0.03,1
-0.03,-0.06,1.03
-0.04,-0.01,1.02
-0.04,0,1.01
-0.04,0.01,1.04
0.09,1.43,1.49
0.08,1.43,1.5
0.01,1.09,1.52
-0.06,0.8,1.43
-0.12,0.71,1.33
-0.17,0.63,1.19
-0.21,0.55,1.02
-0.22,0.51,0.89
-0.23,0.54,0.86
-0.18,0.64,0.82
-0.15,0.68,0.79
-0.12,0.65,0.75
-0.09,0.71,0.69
-0.07,0.66,0.66
-0.06,0.56,0.68
-0.06,0.5,0.68
-0.08,0.46,0.59
-0.08,0.47,0.52
-0.06,0.43,0.5
-0.07,0.51,0.44
-0.07,0.41,0.36
-0.07,0.35,0.38
-0.05,0.36,0.36
-0.04,0.33,0.4
-0.04,0.32,0.41
-0.05,0.22,0.49
-0.05,0.26,0.55
-0.09,0.22,0.47
-0.09,0.12,0.43
-0.06,0.25,0.45
-0.05,0.18,0.45
-0.04,0.1,0.48
-0.03,-0.03,0.46
-0.06,-0.23,0.43
-0.08,-0.38,0.45
-0.12,-0.45,0.44
-0.14,-0.5,0.49
-0.12,-0.5,0.78
-0.1,-0.37,0.86
-0.13,-0.43,0.71
-0.14,-0.37,0.71
-0.14,-0.42,0.75
-0.13,-0.51,0.78
-0.15,-0.58,0.86
-0.18,-0.71,0.86
-0.21,-0.72,0.88
-0.22,-0.68,0.89
-0.18,-0.68,1.01
-0.14,-0.55,1.2
-0.12,-0.47,1.23
-0.11,-0.42,1.23
-0.12,-0.35,1.2
-0.09,-0.3,1.18
-0.06,-0.21,1.24
-0.06,-0.31,1.25
-0.1,-0.53,1.26
-0.11,-0.55,1.26
-0.06,-0.28,1.31
-0.01,-0.19,1.45
0.01,-0.12,1.53
0.01,-0.09,1.52
-0.01,-0.25,1.37
-0.03,-0.31,1.27
-0.05,-0.35,1.16
-0.08,-0.44,1.08
-0.08,-0.33,1.1
-0.02,-0.16,1.16
0,-0.08,1.33
0.04,0.12,1.47
0.04,0.15,1.45
0.02,0.1,1.41
0,0.07,1.33
-0.06,0.17,1.21
-0.11,0.19,0.96
-0.13,0.1,0.77
-0.1,0.21,0.89
-0.05,0.27,1.07
-0.01,0.33,1.16
0.01,0.4,1.21
0,0.43,1.19
-0.02,0.37,1.11
-0.04,0.34,1.07
-0.06,0.32,1.02
-0.08,0.23,0.97
-0.09,0.25,0.95
-0.08,0.4,0.9
-0.06,0.37,0.91
-0.04,0.32,1
-0.04,0.27,0.99
-0.05,0.22,0.94
-0.04,0.24,0.96
-0.05,0.23,0.96
-0.07,0.2,0.9
-0.09,0.2,0.88
-0.07,0.19,0.92
-0.07,0.14,0.92
-0.05,0.21,0.91
-0.03,0.2,0.95
-0.02,0.2,0.93
-0.03,0.17,0.87
-0.03,0.11,0.96
-0.03,0.07,1.03
-0.03,0.1,1.02
-0.04,0.08,1.03
-0.04,0.11,0.99
-0.04,0.1,0.98
-0.04,0.05,0.99
-0.04,0.03,0.99
-0.04,0.04,0.95
-0.04,-0.03,0.93
-0.04,-0.08,0.96
-0.03,-0.05,0.98
-0.02,-0.01,1.02
-0.01,0.01,1.05
0,0.05,1.06
0,0.07,1.06
-0.01,0.04,1.01
-0.03,0.04,0.95
-0.04,-0.01,0.9
-0.03,-0.02,0.92
-0.03,-0.02,0.99
-0.03,0.02,0.98
-0.03,0.03,0.95
-0.02,0.01,0.97
0,0.06,1
0.01,0.09,1.04
0,0.04,1.02
0,0.04,1
0.02,1.11,1.49
0.04,1.03,1.66
0.02,1.01,1.59
-0.01,0.96,1.53
-0.07,0.87,1.45
-0.13,0.79,1.21
-0.17,0.77,1.1
-0.18,0.88,1.04
-0.16,0.81,1.06
-0.14,0.7,1.18
-0.1,0.84,1.11
-0.08,0.96,1.05
-0.09,0.83,1.02
-0.11,0.81,0.93
-0.11,0.72,0.9
-0.12,0.64,0.88
-0.14,0.63,0.69
-0.15,0.52,0.57
-0.14,0.5,0.56
-0.12,0.47,0.52
-0.11,0.33,0.55
-0.08,0.32,0.54
-0.05,0.44,0.5
-0.05,0.35,0.47
-0.06,0.23,0.54
-0.09,0.17,0.52
-0.13,0.04,0.42
-0.13,0.03,0.38
-0.13,0.09,0.37
-0.11,0.07,0.38
-0.06,0.18,0.47
-0.01,0.28,0.48
0,0.16,0.48
0,0.11,0.43
-0.01,-0.13,0.37
-0.06,-0.29,0.38
-0.09,-0.32,0.31
-0.12,-0.4,0.33
-0.12,-0.26,0.39
-0.11,-0.26,0.38
-0.06,-0.31,0.63
-0.02,-0.29,0.91
-0.02,-0.41,0.95
-0.04,-0.56,1.03
-0.1,-0.56,0.92
-0.16,-0.63,0.66
-0.17,-0.64,0.67
-0.17,-0.62,0.73
-0.13,-0.54,0.82
-0.11,-0.43,0.92
-0.09,-0.31,0.92
-0.06,-0.27,0.98
-0.02,-0.28,1.21
-0.02,-0.33,1.37
-0.07,-0.45,1.3
-0.1,-0.44,1.17
-0.11,-0.43,1.15
-0.09,-0.35,1.22
-0.07,-0.28,1.27
-0.07,-0.32,1.29
-0.06,-0.23,1.29
-0.04,-0.13,1.32
-0.03,-0.18,1.36
-0.05,-0.33,1.34
-0.04,-0.35,1.39
-0.02,-0.23,1.45
-0.02,-0.22,1.38
-0.03,-0.08,1.31
-0.03,0.01,1.19
-0.03,0.04,1.16
-0.03,0.03,1.18
-0.01,0.03,1.25
0.03,0.14,1.32
0.03,0.13,1.33
0.02,0.06,1.28
-0.02,-0.06,1.18
-0.06,-0.1,1.06
-0.09,-0.13,0.95
-0.09,-0.16,0.93
-0.08,-0.08,1.02
-0.07,0.08,1.06
-0.04,0.31,1.06
-0.01,0.32,1.14
0,0.3,1.22
-0.01,0.4,1.17
-0.06,0.27,1.01
-0.08,0.22,0.93
-0.08,0.22,0.97
-0.08,0.25,0.96
-0.06,0.29,0.96
-0.05,0.27,1.02
-0.03,0.29,1.02
-0.03,0.28,1
-0.03,0.23,0.97
-0.03,0.19,0.96
-0.03,0.22,0.97
-0.03,0.27,0.92
-0.04,0.27,0.93
-0.04,0.21,0.96
-0.05,0.2,0.93
-0.06,0.16,0.89
-0.06,0.12,0.88
-0.06,0.15,0.89
-0.05,0.13,0.93
-0.03,0.16,0.98
-0.03,0.18,1
-0.02,0.16,0.99
-0.02,0.18,0.99
-0.03,0.13,0.98
-0.03,0.08,1
-0.04,0.09,1
-0.06,0.09,0.94
-0.07,0.03,0.91
-0.07,0,0.92
-0.04,0.09,0.95
-0.02,0.1,0.99
-0.01,0.11,0.99
-0.01,0.07,1.01
-0.01,0.08,1.02
0,0.13,0.99
-0.02,0.1,0.98
-0.02,0.09,0.97
-0.04,0.02,0.96
-0.03,0.06,0.95
-0.02,0.09,0.94
-0.02,0.07,0.95
-0.02,0.06,0.94
-0.02,0.04,0.95
-0.18,1.16,1.6
-0.1,1.58,1.57
-0.08,1.53,1.52
-0.08,1.38,1.56
-0.12,1.3,1.56
-0.19,0.92,1.49
-0.23,0.82,1.39
-0.24,0.89,1.23
-0.25,0.85,1.09
-0.24,0.81,0.99
-0.22,0.75,0.98
-0.2,0.8,0.94
-0.18,0.82,0.86
-0.17,0.78,0.74
-0.15,0.85,0.64
-0.12,0.86,0.57
-0.11,0.8,0.55
-0.09,0.73,0.53
-0.1,0.47,0.59
-0.1,0.4,0.58
-0.11,0.35,0.53
-0.1,0.36,0.52
-0.1,0.41,0.49
-0.12,0.41,0.35
-0.08,0.46,0.39
-0.06,0.39,0.49
-0.06,0.38,0.41
-0.08,0.21,0.41
-0.09,0.05,0.42
-0.12,-0.16,0.41
-0.14,-0.3,0.37
-0.14,-0.37,0.39
-0.11,-0.36,0.47
-0.08,-0.33,0.44
-0.04,-0.18,0.4
0,-0.11,0.4
0.01,-0.18,0.46
-0.01,-0.22,0.58
-0.03,-0.27,0.58
-0.05,-0.43,0.63
-0.07,-0.45,0.75
-0.09,-0.56,0.78
-0.08,-0.52,0.73
-0.1,-0.59,0.69
-0.09,-0.56,0.68
-0.09,-0.5,0.7
-0.09,-0.45,0.72
-0.08,-0.47,0.87
-0.09,-0.46,1.03
-0.08,-0.39,1.1
-0.06,-0.39,1.12
-0.04,-0.35,1.11
-0.01,-0.37,1.19
0,-0.32,1.22
-0.02,-0.34,1.12
-0.04,-0.39,1.06
-0.06,-0.4,1.03
-0.05,-0.31,1.05
-0.03,-0.22,1.16
0.01,-0.18,1.3
0.05,-0.16,1.51
0.06,-0.15,1.5
0.04,-0.18,1.39
0.02,-0.28,1.43
0,-0.31,1.38
-0.04,-0.39,1.19
-0.09,-0.53,1.09
-0.09,-0.56,1.14
-0.08,-0.45,1.17
-0.05,-0.21,1.18
0,0.09,1.29
0.02,0.01,1.4
0.03,0.03,1.45
0.02,0.04,1.38
-0.01,-0.06,1.27
-0.04,-0.12,1.23
-0.08,-0.1,1.1
-0.11,-0.04,0.92
-0.09,0.19,0.9
-0.06,0.18,1
-0.03,0.18,1.12
-0.01,0.24,1.16
-0.02,0.22,1.1
-0.03,0.2,1.01
-0.04,0.2,0.98
-0.04,0.17,0.97
-0.04,0.24,0.97
-0.03,0.44,0.97
-0.02,0.44,1.01
-0.01,0.4,1.12
-0.02,0.33,1.16
-0.03,0.33,1.12
-0.02,0.3,1.13
-0.03,0.26,1.09
-0.06,0.22,0.97
-0.08,0.11,0.87
-0.08,0.1,0.83
-0.07,0.1,0.87
-0.06,0.1,0.88
-0.04,0.18,0.89
-0.01,0.23,0.96
-0.01,0.19,1.02
-0.01,0.17,1.03
-0.01,0.11,1.04
-0.02,0.08,1.05
-0.03,0.11,0.97
-0.05,0.09,0.89
-0.06,0,0.9
-0.06,0.01,0.91
-0.05,0.01,0.89
-0.04,0,0.89
-0.02,0.05,0.93
0,0.02,0.97
0,0.01,1.01
-0.01,0.01,0.98
-0.02,0.02,0.94
-0.02,0.03,0.95
-0.02,0.01,0.94
-0.03,-0.01,0.93
-0.04,-0.05,0.93
-0.03,-0.09,0.91
-0.01,-0.05,0.98
0,0,1.04
0,-0.01,1.01
-0.01,-0.01,0.98
-0.02,0.01,0.98
-0.01,-0.02,0.98
0,0.02,0.99
-0.38,-1.41,1.02
-0.35,-1.3,1.18
-0.26,-0.93,1.34
-0.16,-0.58,1.35
-0.05,-0.33,1.53
0.01,0.21,1.49
0.03,0.55,1.33
-0.02,-0.01,1.53
-0.07,-0.09,1.6
-0.1,-0.01,1.5
-0.11,0.11,1.5
-0.1,0.25,1.52
-0.1,0.41,1.53
-0.1,0.6,1.54
-0.1,0.71,1.56
-0.1,0.8,1.56
-0.08,0.98,1.48
-0.06,1.15,1.37
-0.03,1.24,1.35
-0.03,1.34,1.26
-0.06,1.31,1.08
-0.12,1.09,0.95
-0.13,0.9,0.9
-0.13,0.83,0.86
-0.13,0.82,0.85
-0.13,0.82,0.78
-0.13,0.83,0.69
-0.13,0.78,0.67
-0.12,0.74,0.61
-0.11,0.87,0.58
-0.11,0.83,0.48
-0.12,0.67,0.45
-0.13,0.45,0.55
-0.13,0.35,0.59
-0.13,0.34,0.59
-0.15,0.31,0.54
-0.14,0.28,0.43
-0.13,0.44,0.36
-0.11,0.33,0.31
-0.09,0.3,0.32
-0.03,0.41,0.36
0,0.37,0.41
0.01,0.2,0.51
-0.02,0.07,0.58
-0.06,-0.12,0.61
-0.08,-0.14,0.64
-0.1,-0.1,0.57
-0.13,-0.21,0.51
-0.1,-0.15,0.56
-0.05,-0.07,0.67
-0.04,-0.15,0.73
-0.05,-0.26,0.74
-0.06,-0.35,0.7
-0.07,-0.41,0.69
-0.09,-0.48,0.82
-0.09,-0.56,0.99
-0.1,-0.4,1
-0.12,-0.38,0.85
-0.11,-0.47,0.74
-0.09,-0.45,0.73
-0.06,-0.48,0.67
-0.07,-0.57,0.73
-0.09,-0.68,0.81
-0.09,-0.67,0.87
-0.1,-0.64,1.02
-0.1,-0.59,1.15
-0.1,-0.43,1.16
-0.08,-0.37,1.06
-0.04,-0.34,1.11
0,-0.28,1.17
0.01,-0.25,1.15
-0.02,-0.41,1.05
-0.05,-0.45,1.02
-0.08,-0.55,1.02
-0.11,-0.65,1
-0.08,-0.5,1.06
-0.05,-0.49,1.12
-0.03,-0.45,1.17
-0.02,-0.26,1.24
0.02,-0.21,1.2
0.03,-0.15,1.29
0.05,-0.04,1.31
0.03,-0.2,1.32
0,-0.45,1.31
-0.07,-0.58,1.24
-0.11,-0.59,1.24
-0.1,-0.48,1.41
-0.05,-0.2,1.47
-0.08,0.12,1.46
-0.09,0.29,1.34
-0.1,0.19,1.21
-0.11,0.15,1.13
-0.14,0.14,1.02
-0.13,0.24,0.93
-0.07,0.47,1.03
-0.02,0.5,1.19
0,0.48,1.31
0,0.47,1.36
-0.02,0.5,1.22
-0.03,0.49,1.06
-0.04,0.44,0.99
-0.05,0.42,0.95
-0.06,0.42,0.96
-0.05,0.4,0.98
-0.05,0.41,0.99
-0.05,0.43,0.97
-0.06,0.38,0.93
-0.06,0.34,0.93
-0.05,0.31,0.9
-0.04,0.25,0.92
-0.04,0.24,0.91
-0.05,0.23,0.87
-0.05,0.22,0.86
-0.07,0.22,0.85
-0.07,0.14,0.84
-0.06,0.12,0.91
-0.06,0.06,0.94
-0.07,0.01,0.93
-0.07,0.07,0.95
-0.06,0.07,0.99
-0.05,0.09,1.01
-0.05,0.15,0.98
-0.04,0.19,0.99
-0.03,0.18,1
-0.02,0.16,1.03
-0.04,0.1,0.96
-0.04,0.08,0.92
-0.04,0.1,0.94
-0.21,-1.12,1.27
-0.23,-1.14,1.24
-0.26,-0.94,1.35
-0.29,-0.83,1.35
-0.34,-0.73,1.29
-0.32,-0.27,1.31
-0.23,0.3,1.48
-0.11,0.71,1.59
-0.06,0.82,1.62
-0.04,0.89,1.71
-0.06,0.81,1.74
-0.11,0.63,1.7
-0.14,0.64,1.62
-0.15,0.78,1.53
-0.13,0.84,1.42
-0.11,0.83,1.35
-0.1,0.8,1.34
-0.06,0.84,1.24
0.01,1.05,1.16
0.03,1.13,1.13
0.02,1.06,1.08
-0.01,0.93,1.07
-0.05,0.79,0.99
-0.08,0.66,0.94
-0.09,0.67,0.87
-0.11,0.69,0.76
-0.11,0.64,0.71
-0.09,0.62,0.72
-0.08,0.61,0.67
-0.04,0.8,0.6
-0.04,0.85,0.58
-0.08,0.51,0.54
-0.14,0.18,0.56
-0.17,-0.07,0.58
-0.19,-0.13,0.51
-0.16,-0.04,0.43
-0.13,-0.04,0.45
-0.09,-0.05,0.36
-0.08,-0.04,0.31
-0.04,0.19,0.35
-0.03,0.22,0.36
-0.04,0.14,0.39
-0.07,-0.07,0.47
-0.08,-0.21,0.62
-0.07,-0.26,0.66
